ibge,anomes,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia
251310,201406,2292,481417.0
251315,201406,1120,162509.0
251320,201406,1034,211327.0
251330,201406,1039,236287.0
251335,201406,680,139921.0
251340,201406,2132,343570.0
251350,201406,920,156005.0
251360,201406,1167,320629.0
251365,201406,443,102438.0
251370,201406,15748,2366014.0
251380,201406,814,207740.0
251385,201406,483,85587.0
251390,201406,4165,582802.0
251392,201406,669,126081.0
251394,201406,338,66698.0
251396,201406,517,80721.0
251398,201406,594,127904.0
251400,201406,663,131578.0
251410,201406,967,175021.0
251420,201406,1490,255506.0
251430,201406,1007,270291.0
251440,201406,796,157097.0
251445,201406,1104,253291.0
251450,201406,2721,703444.0
251455,201406,745,172529.0
251460,201406,546,91483.0
251465,201406,247,55870.0
251470,201406,632,103428.0
251480,201406,710,156757.0
251490,201406,1134,185451.0
251500,201406,1330,289682.0
251510,201406,1791,309705.0
251520,201406,543,77598.0
251530,201406,8933,1712889.0
251540,201406,1887,400092.0
251550,201406,1999,347612.0
251560,201406,465,79764.0
251570,201406,561,127213.0
251580,201406,1190,207724.0
251590,201406,1113,230868.0
251593,201406,656,103634.0
251597,201406,1337,296826.0
251600,201406,4645,836646.0
251610,201406,2138,366425.0
251615,201406,613,93838.0
251620,201406,8973,1463294.0
251630,201406,2725,527975.0
251640,201406,1566,296715.0
251650,201406,2505,570526.0
251660,201406,2339,585979.0
251670,201406,2653,683816.0
251675,201406,453,72246.0
251680,201406,1501,341851.0
251690,201406,2281,361267.0
251700,201406,1436,333721.0
251710,201406,357,59954.0
251720,201406,883,208554.0
251740,201406,392,65479.0
250010,201407,1782,415234.0
250020,201407,1017,175755.0
250030,201407,5340,864710.0
250040,201407,2960,478943.0
250050,201407,2452,519834.0
250053,201407,800,113911.0
250057,201407,508,176773.0
250060,201407,3446,566563.0
250070,201407,3130,660904.0
250073,201407,457,98624.0
250077,201407,1285,200535.0
250080,201407,3316,562629.0
250090,201407,2132,303706.0
250100,201407,3040,549110.0
250110,201407,3757,550792.0
250115,201407,319,69930.0
250120,201407,1111,263553.0
250130,201407,3881,969191.0
250135,201407,625,133661.0
250140,201407,1553,300351.0
250150,201407,3586,717421.0
250153,201407,946,181396.0
250157,201407,1142,174582.0
250160,201407,2718,544534.0
250170,201407,879,151451.0
250180,201407,10946,1699584.0
250190,201407,2941,481447.0
250200,201407,1340,224368.0
250205,201407,575,154526.0
250210,201407,897,192044.0
250215,201407,892,135170.0
250220,201407,414,107203.0
250230,201407,954,163663.0
250240,201407,1684,292629.0
250250,201407,2577,562317.0
250260,201407,1040,208471.0
250270,201407,880,153921.0
250280,201407,2212,334783.0
250290,201407,1148,260430.0
250300,201407,3703,576058.0
250310,201407,774,108438.0
250320,201407,5592,907510.0
250330,201407,1491,253103.0
250340,201407,683,162807.0
250350,201407,3100,712976.0
250355,201407,1355,339789.0
250360,201407,1342,263703.0
250370,201407,7512,1417404.0
250375,201407,639,142575.0
250380,201407,1106,243821.0
250390,201407,1174,175219.0
250400,201407,35042,4716088.0
250403,201407,1163,222444.0
250407,201407,671,97573.0
250410,201407,407,75704.0
250415,201407,1276,277225.0
250420,201407,856,203241.0
250430,201407,4316,683178.0
250435,201407,721,145467.0
250440,201407,3364,582302.0
250450,201407,1356,291556.0
250460,201407,3635,715776.0
250470,201407,962,186506.0
250480,201407,2812,661094.0
250485,201407,329,53648.0
250490,201407,3048,538336.0
250500,201407,1266,179286.0
250510,201407,3525,623457.0
250520,201407,1227,184710.0
250523,201407,1238,226934.0
250527,201407,1050,201344.0
250530,201407,397,87083.0
250535,201407,1028,233900.0
250540,201407,1582,419576.0
250550,201407,553,123388.0
250560,201407,1220,255593.0
250570,201407,1772,401475.0
250580,201407,650,111922.0
250590,201407,567,126902.0
250600,201407,5194,1001674.0
250610,201407,2237,464484.0
250620,201407,466,82589.0
250625,201407,1812,444955.0
250630,201407,5721,977864.0
250640,201407,2570,618174.0
250650,201407,512,95132.0
250660,201407,1183,199562.0
250670,201407,1840,380592.0
250680,201407,3172,685887.0
250690,201407,4490,647593.0
250700,201407,3261,495788.0
250710,201407,3101,536254.0
250720,201407,1919,424047.0
250730,201407,2714,482972.0
250740,201407,1286,223934.0
250750,201407,62160,9818529.0
250760,201407,1503,249974.0
250770,201407,2836,467215.0
250780,201407,1179,184856.0
250790,201407,1939,297580.0
250800,201407,1818,333438.0
250810,201407,918,193003.0
250820,201407,1464,324507.0
250830,201407,4141,594800.0
250840,201407,538,131047.0
250850,201407,1385,315572.0
250855,201407,752,168909.0
250860,201407,1855,287504.0
250870,201407,780,156670.0
250880,201407,875,150168.0
250890,201407,6190,921338.0
250900,201407,1888,314084.0
250905,201407,1548,273675.0
250910,201407,3824,752378.0
250915,201407,1071,196775.0
250920,201407,2405,375393.0
250930,201407,1383,234915.0
250933,201407,799,147433.0
250937,201407,418,76833.0
250939,201407,1034,144095.0
250940,201407,2471,550714.0
250950,201407,917,223845.0
250960,201407,735,194690.0
250970,201407,5106,858182.0
250980,201407,1801,343872.0
250990,201407,1468,307156.0
251000,201407,1526,328237.0
251010,201407,1993,439029.0
251020,201407,1103,207909.0
251030,201407,736,127449.0
251040,201407,1299,250828.0
251050,201407,675,120231.0
251060,201407,535,83796.0
251065,201407,253,42851.0
251070,201407,424,90240.0
251080,201407,12785,1773338.0
251090,201407,1998,299304.0
251100,201407,622,108637.0
251110,201407,1264,215743.0
251120,201407,4495,769243.0
251130,201407,2800,631507.0
251140,201407,3145,699442.0
251150,201407,1896,328964.0
251160,201407,1256,306636.0
251170,201407,1015,212216.0
251180,201407,1932,316026.0
251190,201407,3518,593748.0
251200,201407,3025,756612.0
251203,201407,703,176840.0
251207,201407,635,155516.0
251210,201407,4975,870716.0
251220,201407,669,104627.0
251230,201407,2901,542287.0
251240,201407,2175,377696.0
251250,201407,6818,1056583.0
251260,201407,260,68082.0
251270,201407,3004,748266.0
251272,201407,1046,162804.0
251274,201407,598,115925.0
251275,201407,786,170740.0
251276,201407,825,160015.0
251278,201407,288,56119.0
251280,201407,1613,267286.0
251290,201407,4158,558194.0
251300,201407,528,140257.0
251310,201407,2307,485756.0
251315,201407,1130,168539.0
251320,201407,1025,210092.0
251330,201407,1034,236499.0
251335,201407,732,150122.0
251340,201407,2262,363460.0
251350,201407,896,151479.0
251360,201407,1169,322570.0
251365,201407,463,106412.0
251370,201407,15897,2401372.0
251380,201407,811,208121.0
251385,201407,518,90567.0
251390,201407,4116,580301.0
251392,201407,671,129266.0
251394,201407,359,69997.0
251396,201407,529,82105.0
251398,201407,628,134206.0
251400,201407,702,140125.0
251410,201407,971,176631.0
251420,201407,1535,259821.0
251430,201407,1003,269581.0
251440,201407,787,156206.0
251445,201407,1108,259337.0
251450,201407,2917,738101.0
251455,201407,788,177299.0
251460,201407,576,96330.0
251465,201407,245,57031.0
251470,201407,637,104915.0
251480,201407,703,155851.0
251490,201407,1130,184620.0
251500,201407,1417,301507.0
251510,201407,1794,313094.0
251520,201407,542,76739.0
251530,201407,9379,1797968.0
251540,201407,1987,413985.0
251550,201407,2154,375437.0
251560,201407,460,79034.0
251570,201407,591,132878.0
251580,201407,1264,215973.0
251590,201407,1199,241854.0
251593,201407,659,104530.0
251597,201407,1423,310326.0
251600,201407,4978,887297.0
251610,201407,2276,383629.0
251615,201407,649,98420.0
251620,201407,9581,1563554.0
251630,201407,2902,550730.0
251640,201407,1565,301862.0
251650,201407,2650,596195.0
251660,201407,2469,604424.0
251670,201407,2684,704551.0
251675,201407,453,71234.0
251680,201407,1465,340911.0
251690,201407,2300,367107.0
251700,201407,1449,339475.0
251710,201407,357,62105.0
251720,201407,943,220527.0
251740,201407,388,65900.0
250010,201408,1771,413418.0
250020,201408,1010,175479.0
250030,201408,5264,851265.0
250040,201408,2924,473685.0
250050,201408,2447,517426.0
250053,201408,795,111210.0
250057,201408,508,179670.0
250060,201408,3428,564100.0
250070,201408,3098,672455.0
250073,201408,456,97748.0
250077,201408,1288,198739.0
250080,201408,3252,550776.0
250090,201408,2108,301527.0
250100,201408,3017,543910.0
250110,201408,3756,546486.0
250115,201408,312,70366.0
250120,201408,1107,261224.0
250130,201408,3859,966197.0
250135,201408,621,133314.0
250140,201408,1571,307538.0
250150,201408,3548,713209.0
250153,201408,939,179116.0
250157,201408,1136,172270.0
250160,201408,2665,536636.0
250170,201408,870,147979.0
250180,201408,10903,1698914.0
250190,201408,2897,481036.0
250200,201408,1330,223049.0
250205,201408,566,151485.0
250210,201408,893,189535.0
250215,201408,886,132947.0
250220,201408,408,104885.0
250230,201408,940,162487.0
250240,201408,1678,292901.0
250250,201408,2566,561074.0
250260,201408,1027,207475.0
250270,201408,877,153746.0
250280,201408,2197,335244.0
250290,201408,1144,260687.0
250300,201408,3644,565928.0
250310,201408,772,108577.0
250320,201408,5547,899291.0
250330,201408,1488,255557.0
250340,201408,681,163157.0
250350,201408,3084,709923.0
250355,201408,1348,338255.0
250360,201408,1330,264340.0
250370,201408,7429,1409423.0
250375,201408,639,142463.0
250380,201408,1088,236834.0
250390,201408,1166,170387.0
250400,201408,34469,4650979.0
250403,201408,1110,217004.0
250407,201408,673,97633.0
250410,201408,405,75557.0
250415,201408,1268,276424.0
250420,201408,854,202534.0
250430,201408,4269,675506.0
250435,201408,719,141042.0
250440,201408,3308,581056.0
250450,201408,1350,288566.0
250460,201408,3603,699798.0
250470,201408,959,182140.0
250480,201408,2779,662007.0
250485,201408,326,53196.0
250490,201408,3009,520285.0
250500,201408,1253,177312.0
250510,201408,3488,617087.0
250520,201408,1202,181908.0
250523,201408,1209,222977.0
250527,201408,1045,206011.0
250530,201408,395,89221.0
250535,201408,1014,231574.0
250540,201408,1576,422829.0
250550,201408,558,124036.0
250560,201408,1203,251983.0
250570,201408,1762,398524.0
250580,201408,655,112819.0
250590,201408,564,126395.0
250600,201408,5157,996228.0
250610,201408,2219,459722.0
250620,201408,458,80936.0
250625,201408,1813,443767.0
250630,201408,5581,961860.0
250640,201408,2542,617394.0
250650,201408,509,95143.0
250660,201408,1181,200204.0
250670,201408,1836,383370.0
250680,201408,3142,682184.0
250690,201408,4473,645809.0
250700,201408,3229,483534.0
250710,201408,3082,529635.0
250720,201408,1911,422838.0
250730,201408,2672,478471.0
250740,201408,1278,222596.0
250750,201408,61424,9645313.0
250760,201408,1500,248116.0
250770,201408,2812,462800.0
250780,201408,1161,177840.0
250790,201408,1922,294941.0
250800,201408,1816,338084.0
250810,201408,904,191827.0
250820,201408,1442,319031.0
250830,201408,4077,588049.0
250840,201408,536,130112.0
250850,201408,1381,312709.0
250855,201408,742,167524.0
250860,201408,1829,279094.0
250870,201408,772,155525.0
250880,201408,872,148572.0
250890,201408,6075,910286.0
250900,201408,1875,309659.0
250905,201408,1555,273887.0
250910,201408,3775,749109.0
250915,201408,1079,197809.0
250920,201408,2396,373971.0
250930,201408,1384,235242.0
250933,201408,795,142266.0
250937,201408,412,75116.0
250939,201408,1036,145030.0
250940,201408,2420,547670.0
250950,201408,911,226971.0
250960,201408,705,189262.0
250970,201408,5045,843910.0
250980,201408,1779,334344.0
250990,201408,1446,303784.0
251000,201408,1494,322824.0
251010,201408,1973,439493.0
251020,201408,1105,207029.0
251030,201408,734,126985.0
251040,201408,1291,249620.0
251050,201408,676,118354.0
251060,201408,537,83388.0
251065,201408,250,42847.0
251070,201408,424,90232.0
251080,201408,12665,1751626.0
251090,201408,1976,298245.0
251100,201408,608,105490.0
251110,201408,1244,211758.0
251120,201408,4449,763819.0
251130,201408,2792,630179.0
251140,201408,3137,701961.0
251150,201408,1856,326101.0
251160,201408,1240,304719.0
251170,201408,984,208322.0
251180,201408,1894,313031.0
251190,201408,3503,593222.0
251200,201408,3013,754956.0
251203,201408,704,178396.0
251207,201408,624,152860.0
251210,201408,4887,853094.0
251220,201408,667,104853.0
251230,201408,2878,538054.0
251240,201408,2171,369990.0
251250,201408,6773,1048099.0
251260,201408,261,68033.0
251270,201408,2985,753422.0
251272,201408,1039,159687.0
251274,201408,595,115865.0
251275,201408,788,170074.0
251276,201408,812,159675.0
251278,201408,286,54698.0
251280,201408,1593,266651.0
251290,201408,4099,553797.0
251300,201408,528,141460.0
251310,201408,2280,484549.0
251315,201408,1118,163291.0
251320,201408,1007,208570.0
251330,201408,1021,235127.0
251335,201408,723,150052.0
251340,201408,2243,357377.0
251350,201408,884,150771.0
251360,201408,1163,319580.0
251365,201408,454,104262.0
251370,201408,15808,2396567.0
251380,201408,819,212973.0
251385,201408,512,89169.0
251390,201408,4080,566257.0
251392,201408,667,130088.0
251394,201408,357,69317.0
251396,201408,516,79939.0
251398,201408,618,133204.0
251400,201408,698,139780.0
251410,201408,970,175381.0
251420,201408,1520,258129.0
251430,201408,1008,273329.0
251440,201408,784,156484.0
251445,201408,1101,257467.0
251450,201408,2879,734506.0
251455,201408,772,175037.0
251460,201408,582,97690.0
251465,201408,243,55362.0
251470,201408,633,104275.0
251480,201408,696,155286.0
251490,201408,1119,182613.0
251500,201408,1410,301645.0
251510,201408,1780,310506.0
251520,201408,539,75376.0
251530,201408,9244,1784443.0
251540,201408,1982,413505.0
251550,201408,2142,374536.0
251560,201408,455,79589.0
251570,201408,588,137352.0
251580,201408,1246,212961.0
251590,201408,1176,239547.0
251593,201408,651,103622.0
251597,201408,1414,312737.0
251600,201408,4912,871293.0
251610,201408,2258,382077.0
251615,201408,641,97367.0
251620,201408,9493,1548176.0
251630,201408,2849,541899.0
251640,201408,1556,296774.0
251650,201408,2617,592569.0
251660,201408,2425,598100.0
251670,201408,2694,706288.0
251675,201408,452,71157.0
251680,201408,1461,342375.0
251690,201408,2282,365030.0
251700,201408,1448,340351.0
251710,201408,354,60659.0
251720,201408,933,219008.0
251740,201408,388,65712.0
250010,201409,1771,414403.0
250020,201409,1005,174953.0
250030,201409,5272,853691.0
250040,201409,2921,469830.0
250050,201409,2453,517124.0
250053,201409,794,110981.0
250057,201409,511,182298.0
250060,201409,3426,567397.0
250070,201409,3096,665229.0
250073,201409,460,98519.0
250077,201409,1293,199890.0
250080,201409,3263,553190.0
250090,201409,2105,302762.0
250100,201409,3025,546766.0
250110,201409,3770,550965.0
250115,201409,310,69524.0
250120,201409,1108,260922.0
250130,201409,3862,970521.0
250135,201409,625,134623.0
250140,201409,1582,307526.0
250150,201409,3551,710609.0
250153,201409,939,178381.0
250157,201409,1139,172848.0
250160,201409,2663,535605.0
250170,201409,877,153447.0
250180,201409,10917,1710355.0
250190,201409,2899,477146.0
250200,201409,1325,222630.0
250205,201409,563,151237.0
250210,201409,896,188360.0
250215,201409,889,133495.0
250220,201409,411,104760.0
250230,201409,942,161983.0
250240,201409,1689,296200.0
250250,201409,2572,562163.0
250260,201409,1030,209561.0
250270,201409,875,153680.0
250280,201409,2198,333040.0
250290,201409,1152,262326.0
250300,201409,3651,572508.0
250310,201409,773,109396.0
250320,201409,5568,908327.0
250330,201409,1491,256449.0
250340,201409,680,162980.0
250350,201409,3099,712558.0
250355,201409,1354,343748.0
250360,201409,1331,263585.0
250370,201409,7467,1420942.0
250375,201409,647,144530.0
250380,201409,1089,234620.0
250390,201409,1160,169481.0
250400,201409,34461,4660519.0
250403,201409,1108,214733.0
250407,201409,673,97875.0
250410,201409,406,75006.0
250415,201409,1254,272689.0
250420,201409,856,204127.0
250430,201409,4286,678783.0
250435,201409,718,140635.0
250440,201409,3303,576326.0
250450,201409,1355,294276.0
250460,201409,3601,698777.0
250470,201409,956,180530.0
250480,201409,2767,660689.0
250485,201409,329,54807.0
250490,201409,3015,519282.0
250500,201409,1245,175814.0
250510,201409,3478,616863.0
250520,201409,1208,183580.0
250523,201409,1210,221768.0
250527,201409,1047,208886.0
250530,201409,399,90484.0
250535,201409,1013,231635.0
250540,201409,1579,426121.0
250550,201409,556,123432.0
250560,201409,1202,253125.0
250570,201409,1743,385655.0
250580,201409,661,114284.0
250590,201409,561,126102.0
250600,201409,5146,995670.0
250610,201409,2221,461656.0
250620,201409,448,79213.0
250625,201409,1815,444893.0
250630,201409,5614,974680.0
250640,201409,2551,617715.0
250650,201409,509,95352.0
250660,201409,1187,199294.0
250670,201409,1840,383970.0
250680,201409,3155,687689.0
250690,201409,4480,649658.0
250700,201409,3224,482532.0
250710,201409,3095,529283.0
250720,201409,1910,420963.0
250730,201409,2676,483342.0
250740,201409,1285,224812.0
250750,201409,61414,9698823.0
250760,201409,1505,251642.0
250770,201409,2811,462356.0
250780,201409,1156,176359.0
250790,201409,1927,295737.0
250800,201409,1811,333498.0
250810,201409,907,192271.0
250820,201409,1441,320344.0
250830,201409,4091,591405.0
250840,201409,539,131140.0
250850,201409,1371,312155.0
250855,201409,740,165093.0
250860,201409,1812,275948.0
250870,201409,771,154789.0
250880,201409,875,148973.0
250890,201409,6067,911837.0
250900,201409,1873,309960.0
250905,201409,1571,278056.0
250910,201409,3780,752662.0
250915,201409,1079,197522.0
250920,201409,2393,377072.0
250930,201409,1387,234098.0
250933,201409,798,144103.0
250937,201409,408,73876.0
250939,201409,1033,142964.0
250940,201409,2428,553309.0
250950,201409,913,225308.0
250960,201409,696,173473.0
250970,201409,5061,848392.0
250980,201409,1780,333714.0
250990,201409,1449,303696.0
251000,201409,1491,323888.0
251010,201409,1971,440425.0
251020,201409,1108,206038.0
251030,201409,736,127276.0
251040,201409,1290,248929.0
251050,201409,677,116506.0
251060,201409,536,84603.0
251065,201409,251,42314.0
251070,201409,424,89309.0
251080,201409,12666,1755073.0
251090,201409,1982,300785.0
251100,201409,601,96519.0
251110,201409,1240,212791.0
251120,201409,4454,768120.0
251130,201409,2796,629119.0
251140,201409,3146,703143.0
251150,201409,1855,324854.0
251160,201409,1243,305740.0
251170,201409,985,209881.0
251180,201409,1898,315063.0
251190,201409,3503,596053.0
251200,201409,3031,773883.0
251203,201409,702,180413.0
251207,201409,623,153228.0
251210,201409,4889,854991.0
251220,201409,662,102733.0
251230,201409,2883,537749.0
251240,201409,2177,374282.0
251250,201409,6799,1049595.0
251260,201409,263,67420.0
251270,201409,2988,757211.0
251272,201409,1043,159180.0
251274,201409,595,115811.0
251275,201409,788,169612.0
251276,201409,816,160542.0
251278,201409,286,54834.0
251280,201409,1597,266404.0
251290,201409,4101,554428.0
251300,201409,532,142684.0
251310,201409,2287,492179.0
251315,201409,1122,163656.0
251320,201409,980,203523.0
251330,201409,1023,238004.0
251335,201409,728,150181.0
251340,201409,2236,358257.0
251350,201409,876,150942.0
251360,201409,1165,324766.0
251365,201409,454,103907.0
251370,201409,15871,2409977.0
251380,201409,821,212823.0
251385,201409,509,88610.0
251390,201409,4094,567513.0
251392,201409,666,130151.0
251394,201409,354,68498.0
251396,201409,509,78214.0
251398,201409,624,135074.0
251400,201409,694,139888.0
251410,201409,975,177896.0
251420,201409,1521,258159.0
251430,201409,1015,272186.0
251440,201409,781,156250.0
251445,201409,1103,258738.0
251450,201409,2881,735915.0
251455,201409,770,174701.0
251460,201409,579,96428.0
251465,201409,241,55418.0
251470,201409,630,105501.0
251480,201409,695,155575.0
251490,201409,1117,182666.0
251500,201409,1414,302802.0
251510,201409,1787,313005.0
251520,201409,538,76273.0
251530,201409,9254,1801351.0
251540,201409,1992,413561.0
251550,201409,2140,374975.0
251560,201409,455,78964.0
251570,201409,587,134466.0
251580,201409,1248,208236.0
251590,201409,1193,244362.0
251593,201409,649,102935.0
251597,201409,1420,314285.0
251600,201409,4938,868305.0
251610,201409,2260,380544.0
251615,201409,639,97443.0
251620,201409,9537,1560350.0
251630,201409,2838,535107.0
251640,201409,1558,298298.0
251650,201409,2615,593897.0
251660,201409,2418,599443.0
251670,201409,2712,711752.0
251675,201409,450,70933.0
251680,201409,1465,342824.0
251690,201409,2283,366636.0
251700,201409,1453,342607.0
251710,201409,356,60779.0
251720,201409,931,219107.0
251740,201409,383,64042.0
250010,201410,1767,414790.0
250020,201410,1007,175092.0
250030,201410,5267,852257.0
250040,201410,2914,468903.0
250050,201410,2460,518583.0
250053,201410,794,110892.0
250057,201410,510,183249.0
250060,201410,3420,568682.0
250070,201410,3089,668666.0
250073,201410,461,99230.0
250077,201410,1291,198416.0
250080,201410,3273,554574.0
250090,201410,2105,303842.0
250100,201410,3025,544566.0
250110,201410,3771,548700.0
250115,201410,312,69978.0
250120,201410,1107,260964.0
250130,201410,3863,973039.0
250135,201410,628,137701.0
250140,201410,1593,308859.0
250150,201410,3550,712420.0
250153,201410,932,179106.0
250157,201410,1150,174767.0
250160,201410,2666,536813.0
250170,201410,876,153545.0
250180,201410,10918,1714062.0
250190,201410,2891,474095.0
250200,201410,1317,221444.0
250205,201410,569,152646.0
250210,201410,896,189177.0
250215,201410,889,132781.0
250220,201410,412,104795.0
250230,201410,943,162053.0
250240,201410,1681,294306.0
250250,201410,2571,562225.0
250260,201410,1032,209709.0
250270,201410,875,153500.0
250280,201410,2197,334075.0
250290,201410,1154,263019.0
250300,201410,3658,571769.0
250310,201410,772,108892.0
250320,201410,5559,903795.0
250330,201410,1490,257976.0
250340,201410,680,163500.0
250350,201410,3099,709483.0
250355,201410,1354,343451.0
250360,201410,1331,263712.0
250370,201410,7491,1422130.0
250375,201410,651,145181.0
250380,201410,1090,234256.0
250390,201410,1159,169384.0
250400,201410,34436,4641137.0
250403,201410,1112,216256.0
250407,201410,671,97552.0
250410,201410,406,75359.0
250415,201410,1252,272102.0
250420,201410,858,204262.0
250430,201410,4285,675975.0
250435,201410,718,140429.0
250440,201410,3292,574462.0
250450,201410,1353,294643.0
250460,201410,3613,701996.0
250470,201410,958,181059.0
250480,201410,2785,670729.0
250485,201410,329,54470.0
250490,201410,3017,517905.0
250500,201410,1244,174901.0
250510,201410,3486,622626.0
250520,201410,1203,182845.0
250523,201410,1210,220985.0
250527,201410,1047,209394.0
250530,201410,399,90083.0
250535,201410,1015,233032.0
250540,201410,1583,426983.0
250550,201410,560,126152.0
250560,201410,1207,253068.0
250570,201410,1736,381325.0
250580,201410,664,115969.0
250590,201410,561,125469.0
250600,201410,5141,996947.0
250610,201410,2228,461254.0
250620,201410,450,78783.0
250625,201410,1820,446674.0
250630,201410,5610,963540.0
250640,201410,2550,618674.0
250650,201410,509,95367.0
250660,201410,1189,199388.0
250670,201410,1838,384280.0
250680,201410,3165,688521.0
250690,201410,4486,648911.0
250700,201410,3202,478846.0
250710,201410,3101,529591.0
250720,201410,1913,423013.0
250730,201410,2677,482876.0
250740,201410,1287,224430.0
250750,201410,61352,9682177.0
250760,201410,1506,252340.0
250770,201410,2816,463739.0
250780,201410,1151,176142.0
250790,201410,1926,295764.0
250800,201410,1806,332266.0
250810,201410,908,191993.0
250820,201410,1438,319697.0
250830,201410,4096,592567.0
250840,201410,541,131550.0
250850,201410,1365,312837.0
250855,201410,742,165558.0
250860,201410,1820,276342.0
250870,201410,767,154807.0
250880,201410,875,148833.0
250890,201410,6105,909966.0
250900,201410,1873,306071.0
250905,201410,1578,276969.0
250910,201410,3773,751027.0
250915,201410,1079,196435.0
250920,201410,2401,378573.0
250930,201410,1389,236881.0
250933,201410,802,144130.0
250937,201410,405,73357.0
250939,201410,1038,145191.0
250940,201410,2437,556806.0
250950,201410,910,224792.0
250960,201410,684,159134.0
250970,201410,5054,843391.0
250980,201410,1778,331650.0
250990,201410,1446,302129.0
251000,201410,1493,325046.0
251010,201410,1970,442191.0
251020,201410,1106,204936.0
251030,201410,732,127021.0
251040,201410,1287,247246.0
251050,201410,673,112470.0
251060,201410,539,85292.0
251065,201410,251,42417.0
251070,201410,423,89108.0
251080,201410,12643,1748095.0
251090,201410,1981,299229.0
251100,201410,598,93273.0
251110,201410,1232,209841.0
251120,201410,4448,764334.0
251130,201410,2795,629520.0
251140,201410,3147,703894.0
251150,201410,1857,326472.0
251160,201410,1242,304677.0
251170,201410,988,210857.0
251180,201410,1895,313769.0
251190,201410,3504,598734.0
251200,201410,3040,777840.0
251203,201410,702,179044.0
251207,201410,621,152573.0
251210,201410,4886,856362.0
251220,201410,664,103728.0
251230,201410,2887,540854.0
251240,201410,2173,372557.0
251250,201410,6837,1052493.0
251260,201410,261,66111.0
251270,201410,3002,764690.0
251272,201410,1043,160267.0
251274,201410,597,116050.0
251275,201410,788,169138.0
251276,201410,816,161181.0
251278,201410,287,54613.0
251280,201410,1598,266386.0
251290,201410,4100,554292.0
251300,201410,532,142169.0
251310,201410,2286,492573.0
251315,201410,1120,162874.0
251320,201410,979,204324.0
251330,201410,1023,238721.0
251335,201410,728,148677.0
251340,201410,2235,357908.0
251350,201410,876,151392.0
251360,201410,1165,326541.0
251365,201410,455,104530.0
251370,201410,15912,2407913.0
251380,201410,825,213500.0
251385,201410,513,88784.0
251390,201410,4091,568179.0
251392,201410,666,130393.0
251394,201410,355,68801.0
251396,201410,503,75510.0
251398,201410,624,134393.0
251400,201410,686,139193.0
251410,201410,973,176629.0
251420,201410,1524,258639.0
251430,201410,1024,275115.0
251440,201410,782,155866.0
251445,201410,1102,259307.0
251450,201410,2888,737193.0
251455,201410,761,173712.0
251460,201410,581,96850.0
251465,201410,241,56260.0
251470,201410,626,104055.0
251480,201410,692,154669.0
251490,201410,1120,184800.0
251500,201410,1414,302453.0
251510,201410,1785,311472.0
251520,201410,539,75088.0
251530,201410,9260,1811670.0
251540,201410,1995,414145.0
251550,201410,2132,374764.0
251560,201410,450,78274.0
251570,201410,586,134499.0
251580,201410,1248,205522.0
251590,201410,1192,243882.0
251593,201410,647,102905.0
251597,201410,1427,317362.0
251600,201410,4924,851324.0
251610,201410,2265,379493.0
251615,201410,637,97292.0
251620,201410,9574,1564105.0
251630,201410,2828,529761.0
251640,201410,1561,298360.0
251650,201410,2620,596388.0
251660,201410,2410,598357.0
251670,201410,2720,715979.0
251675,201410,451,71416.0
251680,201410,1468,342987.0
251690,201410,2290,369996.0
251700,201410,1455,341655.0
251710,201410,357,60516.0
251720,201410,932,219535.0
251740,201410,383,64265.0
250010,201411,1763,415291.0
250020,201411,1011,176458.0
250030,201411,5270,852712.0
250040,201411,2914,469158.0
250050,201411,2463,519269.0
250053,201411,795,111070.0
250057,201411,509,184742.0
250060,201411,3430,569714.0
250070,201411,3081,669380.0
250073,201411,463,100098.0
250077,201411,1295,199004.0
250080,201411,3272,554330.0
250090,201411,2093,302025.0
250100,201411,3024,542980.0
250110,201411,3775,548779.0
250115,201411,310,69599.0
250120,201411,1105,261655.0
250130,201411,3858,973361.0
250135,201411,625,135419.0
250140,201411,1594,309545.0
250150,201411,3551,714812.0
250153,201411,934,180886.0
250157,201411,1149,174690.0
250160,201411,2667,536914.0
250170,201411,875,153234.0
250180,201411,10919,1719279.0
250190,201411,2889,472636.0
250200,201411,1312,220939.0
250205,201411,573,154418.0
250210,201411,898,189791.0
250215,201411,890,132256.0
250220,201411,413,105016.0
250230,201411,943,162308.0
250240,201411,1683,293855.0
250250,201411,2583,564825.0
250260,201411,1033,209087.0
250270,201411,876,153981.0
250280,201411,2193,334188.0
250290,201411,1154,264145.0
250300,201411,3665,570054.0
250310,201411,774,108753.0
250320,201411,5555,902119.0
250330,201411,1492,258890.0
250340,201411,682,163583.0
250350,201411,3103,707147.0
250355,201411,1352,342921.0
250360,201411,1334,264852.0
250370,201411,7498,1428668.0
250375,201411,649,145575.0
250380,201411,1091,233663.0
250390,201411,1159,169123.0
250400,201411,34381,4630272.0
250403,201411,1115,215585.0
250407,201411,671,97718.0
250410,201411,406,75343.0
250415,201411,1250,272732.0
250420,201411,857,205239.0
250430,201411,4293,683617.0
250435,201411,719,141688.0
250440,201411,3290,572054.0
250450,201411,1355,295452.0
250460,201411,3614,700522.0
250470,201411,960,181315.0
250480,201411,2780,669138.0
250485,201411,331,55484.0
250490,201411,3009,515178.0
250500,201411,1246,174841.0
250510,201411,3486,622718.0
250520,201411,1200,182213.0
